,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
3753,11883164,JC499838,2019-11-05T16:20:00.000,064XX S MAPLEWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,0825,008,16,66,05,1160481,1861884,2019,2019-11-12T15:59:22.000,41.776704945,-87.687234335,"{'latitude': '41.776704945', 'longitude': '-87.687234335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3754,11882724,JC499332,2019-11-05T10:00:00.000,013XX S INDEPENDENCE BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1011,010,24,29,05,1151307,1893538,2019,2019-11-12T15:59:22.000,41.863752081,-87.720037913,"{'latitude': '41.863752081', 'longitude': '-87.720037913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3755,11885128,JC502275,2019-11-05T14:52:00.000,013XX W 97TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2213,022,21,73,05,1169131,1840175,2019,2019-11-12T15:59:22.000,41.716949751,-87.656150074,"{'latitude': '41.716949751', 'longitude': '-87.656150074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3756,11884330,JC501261,2019-11-06T08:00:00.000,019XX W EVERGREEN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1424,014,1,24,05,1163286,1909125,2019,2019-11-13T15:55:31.000,41.90628085,-87.675625072,"{'latitude': '41.90628085', 'longitude': '-87.675625072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3757,11884762,JC500924,2019-11-06T12:45:00.000,002XX W ERIE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1831,018,42,8,05,1174469,1904732,2019,2019-11-13T15:55:31.000,41.893983593,-87.634677382,"{'latitude': '41.893983593', 'longitude': '-87.634677382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3758,11885314,JC502208,2019-11-06T16:00:00.000,030XX S KOSTNER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1031,010,22,30,05,1147546,1883968,2019,2019-11-13T15:55:31.000,41.83756366,-87.734089619,"{'latitude': '41.83756366', 'longitude': '-87.734089619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3759,11884418,JC501403,2019-11-06T09:00:00.000,013XX W 31ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0913,009,11,60,05,1167739,1884225,2019,2019-11-13T15:55:31.000,41.837858411,-87.659985086,"{'latitude': '41.837858411', 'longitude': '-87.659985086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3760,11883529,JC500314,2019-11-06T00:01:00.000,126XX S PRINCETON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,0523,005,9,53,05,1176585,1821113,2019,2019-11-13T15:55:31.000,41.664476655,-87.629419973,"{'latitude': '41.664476655', 'longitude': '-87.629419973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3761,11884291,JC500948,2019-11-06T15:17:00.000,048XX W RICE ST,0650,BURGLARY,HOME INVASION,APARTMENT,False,False,1531,015,37,25,05,1143871,1905216,2019,2019-11-13T15:55:31.000,41.895940464,-87.7470425,"{'latitude': '41.895940464', 'longitude': '-87.7470425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3762,11885564,JC502743,2019-11-06T11:00:00.000,008XX E 87TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,0632,006,8,44,05,1183685,1847150,2019,2019-11-13T15:55:31.000,41.735763468,-87.602628765,"{'latitude': '41.735763468', 'longitude': '-87.602628765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3763,11887667,JC505281,2019-11-03T12:00:00.000,124XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0523,005,34,53,05,1174893,1822437,2019,2019-11-13T15:51:17.000,41.668147685,-87.635572732,"{'latitude': '41.668147685', 'longitude': '-87.635572732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3764,11887246,JC498381,2019-11-04T13:30:00.000,071XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,0333,003,5,43,05,1190785,1857840,2019,2019-11-13T15:51:17.000,41.764929409,-87.576272815,"{'latitude': '41.764929409', 'longitude': '-87.576272815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3765,11885301,JC502495,2019-11-06T12:15:00.000,036XX W SHAKESPEARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2525,025,35,22,05,1151853,1914048,2019,2019-11-13T15:55:31.000,41.920022881,-87.717493172,"{'latitude': '41.920022881', 'longitude': '-87.717493172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3766,11884401,JC484813,2019-10-23T18:00:00.000,057XX N MOODY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1622,016,45,10,05,1134248,1937825,2019,2019-11-13T15:51:17.000,41.985598136,-87.781615489,"{'latitude': '41.985598136', 'longitude': '-87.781615489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3767,11881176,JC485105,2019-10-24T18:00:00.000,090XX S ESCANABA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0423,004,10,46,05,1196961,1845538,2019,2019-11-13T15:51:17.000,41.731020409,-87.554044855,"{'latitude': '41.731020409', 'longitude': '-87.554044855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3768,11885953,JC503300,2019-11-04T11:00:00.000,067XX S BENNETT AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,0332,003,5,43,05,1190038,1860566,2019,2019-11-13T15:51:17.000,41.772427783,-87.5789231,"{'latitude': '41.772427783', 'longitude': '-87.5789231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3769,11883535,JC500305,2019-11-06T03:42:00.000,056XX W ROOSEVELT RD,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,False,False,1513,015,29,25,05,1138750,1894115,2019,2019-11-13T15:55:31.000,41.865572356,-87.766120589,"{'latitude': '41.865572356', 'longitude': '-87.766120589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
